Fecha,ralenti_total_h,ralenti_h_sim,reduccion
2025-01-01,76.00000896057347,86.01300119474313,-10.012992234169658
2025-01-02,580.3045430107527,630.2358912783751,-49.93134826762241
2025-01-03,907.3864157706093,948.6110649641577,-41.224649193548316
2025-01-04,447.0287275985663,511.64862765617,-64.61990005760367
2025-01-05,1002.5195340501792,1015.6685517579792,-13.149017707799999
2025-01-06,683.9323924731183,751.6176888014166,-67.68529632829836
2025-01-07,461.8497043010753,496.8685886243386,-35.01888432326331
2025-01-08,352.60732078853044,405.1693446833931,-52.56202389486265
2025-01-09,352.9759408602151,374.81659826762245,-21.840657407407377
2025-01-10,363.382329749104,376.31717500853387,-12.934845259429892
2025-01-11,373.7574193548387,390.82907646356034,-17.071657108721638
2025-01-12,299.80224014336915,306.34244922341696,-6.540209080047816
2025-01-13,380.2303315412186,397.3681198370029,-17.137788295784276
2025-01-14,417.184623655914,431.6359982078853,-14.451374551971298
2025-01-15,297.9140681003584,322.7795978195938,-24.865529719235383
2025-01-16,434.09777777777776,446.33575776583035,-12.237979988052587
2025-01-17,838.4705913978495,847.4115277777778,-8.940936379928303
2025-01-18,525.6156451612903,542.3402370071684,-16.72459184587808
2025-01-19,215.68508960573476,218.31522625448028,-2.63013664874552
2025-01-20,368.4259946236559,372.3010106033453,-3.8750159796893513
2025-01-21,291.6594534050179,296.77681242532856,-5.11735902031063
2025-01-22,333.8721415770609,343.0134635603345,-9.141321983273599
2025-01-23,316.3613172043011,324.50649701314217,-8.145179808841078
2025-01-24,299.52363799283154,305.73957616487456,-6.215938172043025
2025-01-25,304.1788261648746,314.46004241338113,-10.281216248506553
2025-01-26,172.32494623655916,185.33747131549754,-13.012525078938381
2025-01-27,590.6386917562724,604.1956759259259,-13.55698416965356
2025-01-28,729.8765322580646,734.9367724014337,-5.060240143369128
2025-01-29,473.71831541218637,473.71831541218637,0.0
2025-01-30,822.3718996415771,822.3718996415771,0.0
2025-01-31,928.5720519713262,929.8574193548387,-1.2853673835124937
2025-02-01,844.7250396825397,856.6984458098652,-11.973406127325575
2025-02-02,312.47751984126984,312.47751984126984,0.0
2025-02-03,471.2001388888889,477.9303318399044,-6.7301929510155105
2025-02-04,1082.3239384920635,1091.4911357420208,-9.167197249957326
2025-02-05,288.55909722222225,314.05089020097284,-25.491792978750595
2025-02-06,219.06067460317462,225.77612980030722,-6.715455197132599
2025-02-07,758.8415575396825,765.4843800349889,-6.642822495306405
2025-02-08,249.17499007936507,259.52425076804917,-10.349260688684097
2025-02-09,150.00651785714285,150.00651785714285,0.0
2025-02-10,333.135496031746,334.54834549411163,-1.4128494623656138
2025-02-11,333.2654563492064,382.44434464072367,-49.178888291517296
2025-02-12,510.58778769841274,558.4590254309609,-47.87123773254814
2025-02-13,423.0156845238095,440.0914214883086,-17.07573696449907
2025-02-14,484.9296428571429,508.53625375490697,-23.606610897764085
2025-02-15,407.01771825396827,412.4888891022359,-5.4711708482676045
2025-02-16,512.188878968254,523.7687661930364,-11.579887224782397
2025-02-17,685.0015972222222,685.0015972222222,0.0
2025-02-18,332.7966865079365,332.7966865079365,0.0
2025-02-19,316.81909722222224,316.81909722222224,0.0
2025-02-20,438.84025793650795,438.84025793650795,0.0
2025-02-21,401.7978869047619,401.7978869047619,0.0
2025-02-22,330.0269642857143,330.0269642857143,0.0
2025-02-23,362.4166666666667,362.4166666666667,0.0
2025-02-24,635.2473511904763,635.2473511904763,0.0
2025-02-25,758.6871130952381,758.6871130952381,0.0
2025-02-26,648.4026488095238,691.6297799752517,-43.22713116572788
2025-02-27,1320.523869047619,1380.5398878008193,-60.01601875320034
2025-02-28,852.3300595238095,914.5269990399386,-62.19693951612908
2025-03-01,1157.7070071684589,1169.549737753883,-11.842730585424079
2025-03-02,385.9051254480287,391.57999931728966,-5.674873869260978
2025-03-03,651.4672311827957,651.4672311827957,0.0
2025-03-04,763.8812903225806,763.8812903225806,0.0
2025-03-05,1108.6880017921146,1143.4746355820107,-34.78663378989609
2025-03-06,1308.945358422939,1361.0284232697559,-52.0830648468168
2025-03-07,1203.724659498208,1258.1518476702508,-54.42718817204286
2025-03-08,916.0635483870968,944.2312133043182,-28.167664917221373
2025-03-09,490.72905017921147,521.4531934737157,-30.724143294504245
2025-03-10,941.2580555555555,1007.7877425968595,-66.52968704130399
2025-03-11,971.4486379928316,1023.7124551971326,-52.26381720430106
2025-03-12,854.1054480286739,906.140777020396,-52.035328991722054
2025-03-13,993.4072491039426,1033.953313598737,-40.54606449479434
2025-03-14,894.3789695340502,927.5900234575013,-33.21105392345112
2025-03-15,972.0962186379928,1012.6837068399044,-40.58748820191158
2025-03-16,639.5562096774194,680.1716640318314,-40.61545435441201
2025-03-17,847.5290949820788,875.8474212642942,-28.318326282215367
2025-03-18,1054.1136379928316,1107.7238989588668,-53.610260966035185
2025-03-19,1051.9999462365593,1099.044336469534,-47.04439023297482
2025-03-20,1089.2650448028674,1138.5411676587303,-49.27612285586292
2025-03-21,1046.6135573476702,1093.1517542989418,-46.53819695127163
2025-03-22,1040.8591666666666,1090.1768030700632,-49.31763640339659
2025-03-23,576.8550985663082,610.5034282300734,-33.64832966376514
2025-03-24,1182.4389157706094,1223.5686938470728,-41.12977807646348
2025-03-25,1273.6059050179213,1313.5033445340503,-39.897439516129
2025-03-26,1161.0601702508961,1224.1292689985492,-63.069098747653015
2025-03-27,1116.4486559139784,1163.1486049880525,-46.699949074074084
2025-03-28,1122.74041218638,1149.9952699799453,-27.254857793565407
2025-03-29,1045.2613172043011,1073.3321365634067,-28.0708193591056
2025-03-30,637.6984408602151,652.4112381165728,-14.712797256357703
2025-03-31,1180.588405017921,1211.6230365890083,-31.034631571087175
2025-04-01,1089.3685092592593,1118.6559841696535,-29.287474910394167
2025-04-02,1100.7099722222222,1129.909799432497,-29.19982721027486
2025-04-03,1091.5371666666667,1137.5428832885304,-46.00571662186371
2025-04-04,1210.209824074074,1234.0608157215395,-23.850991647465435
2025-04-05,1102.6096666666667,1150.988392558457,-48.37872589179028
2025-04-06,814.3587037037037,833.6990215693804,-19.340317865676752
2025-04-07,1036.5880925925926,1056.9066184289127,-20.318525836320077
2025-04-08,1371.4767685185186,1401.6503951612904,-30.17362664277175
2025-04-09,1153.386287037037,1191.435474014337,-38.049186977299996
2025-04-10,1108.2911851851852,1126.0703843766,-17.77919919141482
2025-04-11,1305.5842592592592,1330.8013985961768,-25.217139336917626
2025-04-12,1127.385537037037,1152.626741231439,-25.241204194401917
2025-04-13,929.1815648148148,953.718389443591,-24.53682462877623
2025-04-14,1121.4960185185184,1143.741578319679,-22.245559801160653
2025-04-15,1112.9302037037037,1163.0238285543608,-50.09362485065708
2025-04-16,1044.6021851851851,1073.2200812425328,-28.617896057347707
2025-04-17,1270.1610833333334,1308.1566069188427,-37.99552358550932
2025-04-18,751.8477592592593,773.9366096176822,-22.08885035842286
2025-04-19,1059.0296944444444,1087.3728261542071,-28.3431317097627
2025-04-20,623.6783148148148,644.7024341077829,-21.024119292968066
2025-04-21,1088.4080185185185,1108.0910147636116,-19.682996245093136
2025-04-22,1129.9495833333333,1138.916049432497,-8.966466099163654
2025-04-23,1265.8246111111112,1273.8379035244923,-8.013292413381123
2025-04-24,1207.743787037037,1222.1739335424134,-14.430146505376342
2025-04-25,1267.1157962962964,1289.925211618877,-22.809415322580662
2025-04-26,1009.5260277777778,1025.901509707288,-16.3754819295101
2025-04-27,653.7043333333334,660.1616523617512,-6.457319028417828
2025-04-28,1206.417611111111,1218.3408962066906,-11.923285095579558
2025-04-29,1318.5241759259259,1349.4979642643796,-30.973788338453687
2025-04-30,1121.4060648148147,1143.8553827444957,-22.449317929681
2025-05-01,1052.24832437276,1057.6002406554019,-5.351916282641923
2025-05-02,1025.0151254480286,1035.7203425925925,-10.705217144563903
2025-05-03,1234.6752508960574,1246.8577435462537,-12.18249265019631
2025-05-04,539.9267921146953,545.0776284348865,-5.150836320191161
2025-05-05,1224.1149551971325,1234.7278475635774,-10.61289236644484
2025-05-06,1249.7911738351254,1265.5253960573477,-15.734222222222343
2025-05-07,1244.1914426523297,1251.1321106630824,-6.940668010752688
2025-05-08,1251.620582437276,1258.2695498805256,-6.648967443249603
2025-05-09,1167.347688172043,1184.2193066009559,-16.871618428912825
2025-05-10,1157.3345878136201,1176.9447922640381,-19.610204450417996
2025-05-11,679.0562007168459,688.3708484809695,-9.314647764123606
2025-05-12,1117.8075985663083,1131.094787762417,-13.287189196108557
2025-05-13,1183.2249103942652,1191.2163984468339,-7.991488052568684
2025-05-14,1165.6033781362007,1173.5172138590203,-7.913835722819613
2025-05-15,1032.2276075268817,1045.6292619474314,-13.401654420549676
2025-05-16,1168.5243369175628,1192.21038739546,-23.686050477897197
2025-05-17,1176.9654480286738,1197.7768814217443,-20.8114333930705
2025-05-18,539.3199372759857,552.603055171531,-13.283117895545274
2025-05-19,875.8353225806452,892.9348222819594,-17.099499701314244
2025-05-20,1115.5386559139786,1136.5523896356033,-21.013733721624703
2025-05-21,1227.6739695340502,1238.4094771505377,-10.735507616487439
2025-05-22,1297.4715860215053,1317.590633213859,-20.11904719235372
2025-05-23,1059.2718817204302,1067.2284550477898,-7.956573327359592
2025-05-24,1176.933817204301,1190.0878082437275,-13.1539910394265
2025-05-25,742.432123655914,758.3197729988052,-15.887649342891223
2025-05-26,1225.4708512544803,1238.5389165173237,-13.068065262843447
2025-05-27,1220.526559139785,1237.6866547192353,-17.1600955794504
2025-05-28,1297.2865501792114,1307.8178800776584,-10.531329898446984
2025-05-29,1183.6242562724015,1194.2931266427718,-10.668870370370314
2025-05-30,1096.0547670250896,1108.1762204301076,-12.121453405017974
2025-05-31,1110.8054211469534,1126.5871652372418,-15.781744090288385
2025-06-01,528.295962962963,542.7937810633214,-14.497818100358359
2025-06-02,949.299712962963,963.6015888590204,-14.301875896057368
2025-06-03,1110.1617962962962,1129.8527084826762,-19.690912186380046
2025-06-04,1262.6557962962963,1269.4743164575866,-6.81852016129028
2025-06-05,982.2403518518519,999.3195074671446,-17.079155615292734
2025-06-06,1088.203712962963,1090.852960424134,-2.649247461170944
2025-06-07,1116.590064814815,1133.8179170293565,-17.2278522145416
2025-06-08,567.3501111111111,574.0419510795358,-6.691839968424688
2025-06-09,829.6077407407407,843.1187102747909,-13.510969534050218
2025-06-10,1394.63725,1407.794829450418,-13.157579450418098
2025-06-11,1213.5411851851852,1222.7900079791773,-9.248822793992076
2025-06-12,1194.4586944444445,1217.5277780764636,-23.0690836320191
2025-06-13,1111.9494814814816,1130.252508363202,-18.30302688172037
2025-06-14,1242.3949814814814,1276.728617980884,-34.3336364994027
2025-06-15,349.7920740740741,359.81179734169655,-10.019723267622453
2025-06-16,917.6811111111111,930.0895456989247,-12.408434587813531
2025-06-17,1236.982,1258.5238018219832,-21.5418018219832
2025-06-18,1271.0599074074073,1282.148877538829,-11.088970131421775
2025-06-19,1189.79125,1203.6309620669056,-13.839712066905577
2025-06-20,1345.6492777777778,1359.0614540023894,-13.412176224611585
2025-06-21,1047.8445648148147,1054.7505642174433,-6.905999402628595
2025-06-22,535.3600185185185,540.3649436337259,-5.00492511520747
2025-06-23,1110.0711851851852,1116.5587525388291,-6.4875673536439535
2025-06-24,1178.9409166666667,1201.3242632168458,-22.383346550179112
2025-06-25,1128.1775277777779,1149.0920766129032,-20.914548835125288
2025-06-26,1110.7425648148148,1138.411148116146,-27.668583301331182
2025-06-27,1124.1510277777777,1138.9382162271718,-14.78718844939408
2025-06-28,1074.1321574074075,1084.8314493727598,-10.699291965352359
2025-06-29,648.751175925926,661.9752747802526,-13.224098854326598
2025-06-30,950.5974074074074,971.7714500448029,-21.174042637395473
2025-07-01,1058.3757795698925,1083.4568396804061,-25.08106011051359
2025-07-02,1026.330376344086,1046.16528098865,-19.83490464456395
2025-07-03,1059.1280197132617,1076.5294272700119,-17.4014075567502
2025-07-04,1105.4992025089605,1116.017002538829,-10.517800029868567
2025-07-05,955.5817741935484,966.1076257147124,-10.525851521163986
2025-07-06,744.5732885304659,749.867564665472,-5.294276135006044
2025-07-07,938.1234229390681,957.8809432283666,-19.757520289298554
2025-07-08,1345.7055734767025,1368.5090430747568,-22.803469598054335
2025-07-09,1192.3065501792114,1209.567236111111,-17.260685931899616
2025-07-10,1208.394265232975,1222.253020609319,-13.858755376344106
2025-07-11,1254.715958781362,1266.4965456775901,-11.780586896228215
2025-07-12,1106.0737724014336,1124.8954475593105,-18.821675157876825
2025-07-13,765.8725627240143,780.42936526071,-14.556802536695727
2025-07-14,990.8991487455197,1014.8160382317801,-23.916889486260402
2025-07-15,1082.9843369175628,1091.3884074074074,-8.404070489844571
2025-07-16,1280.688951612903,1293.9945070617853,-13.30555544888216
2025-07-17,1226.8166218637994,1247.6684758277863,-20.85185396398697
2025-07-18,954.9498028673835,979.0004639230244,-24.050661055640944
2025-07-19,1047.193799283154,1066.2910183691756,-19.097219086021596
2025-07-20,545.1686917562724,554.2686941457587,-9.100002389486235
2025-07-21,948.7838620071684,957.0604439964158,-8.276581989247347
2025-07-22,1227.863476702509,1246.8651328405017,-19.001656137992768
2025-07-23,1091.803835125448,1107.366572879331,-15.562737753883084
2025-07-24,1182.094229390681,1197.1588802270012,-15.064650836320197
2025-07-25,1295.3857616487455,1311.963394393241,-16.57763274449553
2025-07-26,1139.3580913978494,1159.089011051374,-19.730919653524552
2025-07-27,635.8891935483871,655.9419165813279,-20.052723032940776
2025-07-28,1298.7913888888888,1320.4433875234681,-21.651998634579286
2025-07-29,1368.5373387096774,1391.3392907706093,-22.801952060931853
2025-07-30,1217.1774551971325,1226.4989068100358,-9.321451612903275
2025-07-31,1028.1961379928316,1043.081396953405,-14.88525896057331
2025-08-01,1244.4241845878137,1259.5454227897253,-15.121238201911638
2025-08-02,989.1972311827957,1004.3147567204301,-15.117525537634378
2025-08-03,747.0237096774193,760.668394446578,-13.64468476915863
2025-08-04,967.0529121863799,986.604684417136,-19.551772230756114
2025-08-05,1486.654758064516,1509.9457774257553,-23.29101936123925
2025-08-06,1308.331711469534,1325.5575528353816,-17.2258413658476
2025-08-07,1106.6442383512544,1137.2350961234852,-30.59085777223072
2025-08-08,978.1475448028674,999.0903139827616,-20.942769179894185
2025-08-09,995.1837813620072,1008.3143082437276,-13.13052688172047
2025-08-10,692.8983602150538,703.6115346475508,-10.713174432496999
2025-08-11,818.4963799283154,825.3545728793309,-6.858192951015553
2025-08-12,1585.4152150537634,1597.4083649940262,-11.99314994026281
2025-08-13,975.4833781362007,987.4395873122546,-11.956209176053903
2025-08-14,1095.6522043010752,1102.3318033154121,-6.679599014336873
2025-08-15,1036.7720878136201,1044.775679958184,-8.003592144563754
2025-08-16,1016.1456362007168,1026.838704749104,-10.693068548387146
2025-08-17,483.7660931899642,489.47683115719406,-5.710737967229875
2025-08-18,967.957105734767,975.0895349249018,-7.1324291901348715
2025-08-19,1236.2863440860215,1243.187275985663,-6.900931899641591
2025-08-20,1285.2474641577062,1290.6122873357228,-5.36482317801665
2025-08-21,1148.1328673835126,1157.298835125448,-9.165967741935447
2025-08-22,1002.1050358422939,1009.2672133789896,-7.162177536695708
2025-08-23,1088.3702508960573,1096.753140510326,-8.382889614268606
2025-08-24,641.242688172043,652.1717663423792,-10.929078170336197
2025-08-25,887.9760035842294,898.6025727299881,-10.626569145758708
2025-08-26,1147.5831989247313,1153.053645459976,-5.470446535244719
2025-08-27,1094.0012813620071,1107.651895459976,-13.650614097968855
2025-08-28,1119.6961379928316,1127.7921205197133,-8.095982526881699
2025-08-29,1099.0464516129032,1119.0533279356546,-20.006876322751395
2025-08-30,1103.0991487455196,1104.438908004779,-1.339759259259381
2025-08-31,930.1262455197133,939.7997494026284,-9.673503882915156
2025-09-01,0.0,977.2470646014679,-977.2470646014679
2025-09-02,0.0,1313.3793059395803,-1313.3793059395803
2025-09-03,0.0,1139.1282285266257,-1139.1282285266257
2025-09-04,0.0,1130.3224548557776,-1130.3224548557776
2025-09-05,0.0,1031.5621875746715,-1031.5621875746715
2025-09-06,0.0,1140.3717625554702,-1140.3717625554702
2025-09-07,0.0,510.3517839328384,-510.3517839328384
2025-09-08,0.0,944.7016981353473,-944.7016981353473
2025-09-09,0.0,1179.4007967869943,-1179.4007967869943
2025-09-10,0.0,1076.5084743663595,-1076.5084743663595
2025-09-11,0.0,991.9639319103089,-991.9639319103089
2025-09-12,0.0,1110.5734823242021,-1110.5734823242021
2025-09-13,0.0,1076.141044152159,-1076.141044152159
2025-09-14,0.0,496.54530517153097,-496.54530517153097
2025-09-15,0.0,1062.1420493044889,-1062.1420493044889
2025-09-16,0.0,1044.0513702743642,-1044.0513702743642
2025-09-17,0.0,974.0724478579963,-974.0724478579963
2025-09-18,0.0,1107.4253703170336,-1107.4253703170336
2025-09-19,0.0,917.436097979604,-917.436097979604
2025-09-20,0.0,1023.8102329109063,-1023.8102329109063
2025-09-21,0.0,412.9756594342038,-412.9756594342038
2025-09-22,0.0,814.8030553102066,-814.8030553102066
2025-09-23,0.0,1127.6199241444785,-1127.6199241444785
2025-09-24,0.0,835.6154004096262,-835.6154004096262
2025-09-25,0.0,909.6106328191671,-909.6106328191671
2025-09-26,0.0,1041.9853269969278,-1041.9853269969278
2025-09-27,0.0,1016.8073607270866,-1016.8073607270866
2025-09-28,0.0,379.6215258363202,-379.6215258363202
2025-09-29,0.0,924.5912272252091,-924.5912272252091
2025-09-30,0.0,886.2816491615464,-886.2816491615464
2025-10-01,0.0,983.6081787101042,-983.6081787101042
2025-10-02,0.0,951.1798845472778,-951.1798845472778
2025-10-03,0.0,936.86181161461,-936.86181161461
2025-10-04,0.0,813.1220481844172,-813.1220481844172
2025-10-05,0.0,404.00530488351257,-404.00530488351257
2025-10-06,0.0,896.6128122333163,-896.6128122333163
2025-10-07,0.0,825.7263154335211,-825.7263154335211
2025-10-08,0.0,1054.3921772806793,-1054.3921772806793
2025-10-09,0.0,811.9427304787506,-811.9427304787506
2025-10-10,0.0,799.7087322281959,-799.7087322281959
2025-10-11,0.0,792.8164425776583,-792.8164425776583
2025-10-12,0.0,406.0975906724697,-406.0975906724697
2025-10-13,0.0,604.009380280338,-604.009380280338
2025-10-14,0.0,913.0429923941799,-913.0429923941799
2025-10-15,0.0,873.0339071407237,-873.0339071407237
2025-10-16,0.0,759.6428580922512,-759.6428580922512
2025-10-17,0.0,706.2625272870797,-706.2625272870797
2025-10-18,0.0,967.5697269051886,-967.5697269051886
2025-10-19,0.0,326.3325048429766,-326.3325048429766
2025-10-20,0.0,684.1455545741594,-684.1455545741594
2025-10-21,0.0,872.8132899705581,-872.8132899705581
2025-10-22,0.0,363.1234581519884,-363.1234581519884
2025-10-23,0.0,511.60563588069635,-511.60563588069635
2025-10-24,0.0,482.4249903140468,-482.4249903140468
2025-10-25,0.0,402.60679030124595,-402.60679030124595
2025-10-26,0.0,34.551123207885304,-34.551123207885304
2025-10-27,0.0,39.344011947431305,-39.344011947431305
